"orig_name","canonical_name","corporation_name","beneficiary","city","state","price_mean","bidder_num","auction","institutional"
"Importers and Traders' Bank",,"Importers and Traders' Bank","","New York","NY",85,67,"1861-05-11; Loan of Feb 1861",TRUE
"Irving Bank",,"Irving Bank","","New York","NY",85,68,"1861-05-11; Loan of Feb 1861",TRUE
"John Q. Jones","John Q Jones ",,"","New York","NY",85,69,"1861-05-11; Loan of Feb 1861",FALSE
"Joseph Lawrence","Joseph Lawrence ",,"","New York","NY",85,70,"1861-05-11; Loan of Feb 1861",FALSE
"Livermore, Clews & Mason",,"Livermore, Clews & Mason","","New York","NY",85,71,"1861-05-11; Loan of Feb 1861",TRUE
"Manhattan Company",,"Manhattan Company","","New York","NY",85,72,"1861-05-11; Loan of Feb 1861",TRUE
"Manufacturers and Merchants' Bank",,"Manufacturers’ and Merchants' Bank","","New York","NY",85,73,"1861-05-11; Loan of Feb 1861",TRUE
"Marine Bank",,"Marine Bank","","New York","NY",85,74,"1861-05-11; Loan of Feb 1861",TRUE
"Nathaniel Tracy","Nathaniel Tracy ",,"","Boston","MA",85,75,"1861-05-11; Loan of Feb 1861",FALSE
"Nathaniel Tracy ","Nathaniel Tracy ",,"","Boston","MA",85,76,"1861-05-11; Loan of Feb 1861",FALSE
"New York Country Bank",,"New York Country Bank","","New York","NY",85,77,"1861-05-11; Loan of Feb 1861",TRUE
"North River Bank",,"North River Bank","","New York","NY",85,78,"1861-05-11; Loan of Feb 1861",TRUE
"Ocean Bank",,"Ocean Bank","","New York","NY",85,79,"1861-05-11; Loan of Feb 1861",TRUE
"Oriental Bank",,"Oriental Bank","","New York","NY",85,80,"1861-05-11; Loan of Feb 1861",TRUE
"Pacific Bank",,"Pacific Bank","","New York","NY",85,81,"1861-05-11; Loan of Feb 1861",TRUE
"Phoenix Bank",,"Phoenix Bank","","New York","NY",85,82,"1861-05-11; Loan of Feb 1861",TRUE
"R.W. Howes, president",,"R W Howes, president","","New York","NY",85,83,"1861-05-11; Loan of Feb 1861",TRUE
"Robert L. Kennedy","Robert L Kennedy ",,"","New York","NY",85,84,"1861-05-11; Loan of Feb 1861",FALSE
"S.L. Evans","S L Evans ",,"","Washington","DC",85,85,"1861-05-11; Loan of Feb 1861",FALSE
"Seventh Ward Bank",,"Seventh Ward Bank","","New York","NY",85,86,"1861-05-11; Loan of Feb 1861",TRUE
"T.C. Chardavoyne","T C Chardavoyne ",,"","New York","NY",85,87,"1861-05-11; Loan of Feb 1861",FALSE
"United States Life Insurance Company",,"United States Life Insurance Company","","New York","NY",85,88,"1861-05-11; Loan of Feb 1861",TRUE
"William H. Hoople","William H Hoople ",,"","New York","NY",85,89,"1861-05-11; Loan of Feb 1861",FALSE
"William V. Beady","William V Beady ",,"","New York","NY",85,90,"1861-05-11; Loan of Feb 1861",FALSE
"Brewster, Sweet & Co",,"Brewster, Sweet & Co","","Boston","MA",84.74,91,"1861-05-11; Loan of Feb 1861",TRUE
"H.C. Thatcher","H C Thatcher ",,"","Boston","MA",84.5,92,"1861-05-11; Loan of Feb 1861",FALSE
"Charles H. Delavan","Charles H Delavan ",,"","New York","NY",84.25,93,"1861-05-11; Loan of Feb 1861",FALSE
"Evander Childs","Evander Childs ",,"","New York","NY",84,94,"1861-05-11; Loan of Feb 1861",FALSE
"J.G. Hanson","J G Hanson ",,"","New York","NY",84,95,"1861-05-11; Loan of Feb 1861",FALSE
"F.L. Richmond","F L Richmond ",,"","New York","NY",83,96,"1861-05-11; Loan of Feb 1861",FALSE
"William E. Brown","William E Brown ",,"","New York","NY",83,97,"1861-05-11; Loan of Feb 1861",FALSE
"Samuel Brooke","Samuel Brooke ",,"","New York","NY",82,98,"1861-05-11; Loan of Feb 1861",FALSE
"James McGinnis","James McGinnis ",,"","Philadelphia","PA",60,99,"1861-05-11; Loan of Feb 1861",FALSE
"C. S. Darrow","C S Darrow ",,"","Boston","MA",104,1,"1862-11-10; Seven-Thirties of 1861",FALSE
"Florence & Conant",,"Florence & Conant","","Washington","DC",104,2,"1862-11-10; Seven-Thirties of 1861",TRUE
"G. D. Rosengarten","G D Rosengarten ",,"","Philadelphia","PA",104,3,"1862-11-10; Seven-Thirties of 1861",FALSE
"Jacob L. Smith","Jacob L Smith ",,"","Philadelphia","PA",104,4,"1862-11-10; Seven-Thirties of 1861",FALSE
"Richard Vallant","Richard Vallant ",,"","New York","NY",104,5,"1862-11-10; Seven-Thirties of 1861",FALSE
"Jeremiah Pangburn","Jeremiah Pangburn ",,"","New York","",103.7,6,"1862-11-10; Seven-Thirties of 1861",FALSE
"G. S. Robbins & Sons, agents",,"G S Robbins & Sons, agents","","New York","NY",103.625,7,"1862-11-10; Seven-Thirties of 1861",TRUE
"Gebhard Fire Insurance Company",,"Gebhard Fire Insurance Company","","Washington","DC",103.61,8,"1862-11-10; Seven-Thirties of 1861",TRUE
"John Gardner","John Gardner ",,"","Boston","MA",103.6,9,"1862-11-10; Seven-Thirties of 1861",FALSE
"Thomas V. C. Morgan","Thomas V C Morgan ",,"","Philadelphia","PA",103.6,10,"1862-11-10; Seven-Thirties of 1861",FALSE
"James A. Cowing","James A Cowing ",,"","New York","NY",103.55,11,"1862-11-10; Seven-Thirties of 1861",FALSE
"G. F Wonk & Co",,"G F Wonk & Co","","Philadelphia","PA",103.5306,12,"1862-11-10; Seven-Thirties of 1861",TRUE
"Benjamin Tomes","Benjamin Tomes ",,"","New York","",103.5052132701,13,"1862-11-10; Seven-Thirties of 1861",FALSE
"Cambridge City Bank",,"Cambridge City Bank","","Cambridge","MA",103.5,14,"1862-11-10; Seven-Thirties of 1861",TRUE
"F. Tomes, Jr. ",,,"","New York","NY",103.5,15,"1862-11-10; Seven-Thirties of 1861",FALSE
"George W. Welsh","George W Welsh ",,"","New York","NY",103.5,16,"1862-11-10; Seven-Thirties of 1861",FALSE
"Henry P. Ketchum","Henry P Ketchum ",,"","New York","NY",103.5,17,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. De Riegles","J De Riegles ",,"","Cincinnati","OH",103.5,18,"1862-11-10; Seven-Thirties of 1861",FALSE
"John De Voo, executor",,"John De Voo, executor","","","",103.5,19,"1862-11-10; Seven-Thirties of 1861",TRUE
"Judd Linseed and Sperm Oil Co.",,"Judd Linseed and Sperm Oil Co","","","",103.5,20,"1862-11-10; Seven-Thirties of 1861",TRUE
"Roosevelt & Son",,"Roosevelt & Son","","New York","NY",103.5,21,"1862-11-10; Seven-Thirties of 1861",TRUE
"Daniel Le Roy","Daniel Le Roy ",,"","New York","",103.475,22,"1862-11-10; Seven-Thirties of 1861",FALSE
"E. W. Clark & Co.",,"E W Clark & Co","","Philadelphia","PA",103.3757142857,23,"1862-11-10; Seven-Thirties of 1861",TRUE
"William Amer","William Amer ",,"","Philadelphia","PA",103.375,24,"1862-11-10; Seven-Thirties of 1861",FALSE
"James F. Penniman","James F Penniman ",,"","","",103.35,25,"1862-11-10; Seven-Thirties of 1861",FALSE
"Jay, Cooke & Co.",,"Jay, Cooke & Co","","Washington","DC",103.331640625,26,"1862-11-10; Seven-Thirties of 1861",TRUE
"E. L. Boles","E L Boles ",,"","","",103.33,27,"1862-11-10; Seven-Thirties of 1861",FALSE
"Benkard & Hutton",,"Benkard & Hutton","","New York","NY",103.3125,28,"1862-11-10; Seven-Thirties of 1861",TRUE
"Brewster, Sweet & Co.",,"Brewster, Sweet & Co","","Boston","MA",103.3076923077,29,"1862-11-10; Seven-Thirties of 1861",TRUE
"E. D. Stanton","E D Stanton ",,"","","",103.3033333333,30,"1862-11-10; Seven-Thirties of 1861",FALSE
"Edward Haight, president",,"Edward Haight, president","","New York","NY",103.3,31,"1862-11-10; Seven-Thirties of 1861",TRUE
"Clarke, Dodge & Co.",,"Clark, Dodge & Co","","New York","NY",103.2857142857,32,"1862-11-10; Seven-Thirties of 1861",TRUE
"G. S. Robbins & Son",,"G S Robbins & Son","","","",103.2511400651,33,"1862-11-10; Seven-Thirties of 1861",TRUE
"Charles P. Gulick","Charles P Gulick ",,"","","",103.25,34,"1862-11-10; Seven-Thirties of 1861",FALSE
"D. C. Spooner","D C Spooner ",,"","","",103.25,35,"1862-11-10; Seven-Thirties of 1861",FALSE
"De Coursey, Lafourcade & Co.",,"De Coursey, Lafourcade & Co","","","",103.25,36,"1862-11-10; Seven-Thirties of 1861",TRUE
"John Gulliver","John Gulliver ",,"","Philadelphia","PA",103.25,37,"1862-11-10; Seven-Thirties of 1861",FALSE
"John P. Yelverton, cashier",,"John P Yelverton, cashier","","","",103.25,38,"1862-11-10; Seven-Thirties of 1861",TRUE
"John Ponder","John Ponder ",,"","Washington","DC",103.25,39,"1862-11-10; Seven-Thirties of 1861",FALSE
"T. D. Amstrong","T D Amstrong ",,"","Mount Holly","NJ",103.25,40,"1862-11-10; Seven-Thirties of 1861",FALSE
"James H. Banker","James H Banker ",,"","","",103.242,41,"1862-11-10; Seven-Thirties of 1861",FALSE
"Farmers and Mechanics' Bank",,"Farmers & Mechanics' Bank","","Philadelphia","PA",103.21,42,"1862-11-10; Seven-Thirties of 1861",TRUE
"Vermilye & Co.",,"Vermilye & Co","","New York","NY",103.208,43,"1862-11-10; Seven-Thirties of 1861",TRUE
"Clarkson Brothers",,"Clarkson Brothers","","","",103.2075,44,"1862-11-10; Seven-Thirties of 1861",TRUE
"Thompson Brothers",,"Thompson Brothers","","New York","NY",103.17,45,"1862-11-10; Seven-Thirties of 1861",TRUE
"E. W. Tallman, cashier",,"E W Tallman, cashier","","","",103.1525,46,"1862-11-10; Seven-Thirties of 1861",TRUE
"Livermore, Clews & Co.",,"Livermore, Clews & Co","","","",103.1282781457,47,"1862-11-10; Seven-Thirties of 1861",TRUE
"George and Samuel Brown","George and Samuel Brown ",,"","","",103.125,48,"1862-11-10; Seven-Thirties of 1861",FALSE
"Manhattan Savings Institution",,"Manhattan Savings Institution","","New York","NY",103.125,49,"1862-11-10; Seven-Thirties of 1861",TRUE
"E. Whitehouse, Son & Morrison",,"E Whitehouse, Son & Morrison","","","",103.1136363636,50,"1862-11-10; Seven-Thirties of 1861",TRUE
"Corn Exchange Bank",,"Corn Exchange Bank","","","",103.1,51,"1862-11-10; Seven-Thirties of 1861",TRUE
"B. M. Freleigh","B M Freleigh ",,"","Saugerties","NY",103.09625,52,"1862-11-10; Seven-Thirties of 1861",FALSE
"Joseph Jones","Joseph Jones ",,"","Philadelphia","PA",103.0928571429,53,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. Van Duzer, president",,"J Van Duzer, president","","","",103.084,54,"1862-11-10; Seven-Thirties of 1861",TRUE
"G. S. Robbins & Sons, trustees",,"G S Robbins & Sons, trustees","","","",103.075,55,"1862-11-10; Seven-Thirties of 1861",TRUE
"Merchants' Bank",,"Merchants' Bank","","","",103.0625,56,"1862-11-10; Seven-Thirties of 1861",TRUE
"American Exchange Bank",,"American Exchange Bank","","","",103.05,57,"1862-11-10; Seven-Thirties of 1861",TRUE
"W. H. Cox, cashier",,"W H Cox, cashier","","","",103.05,58,"1862-11-10; Seven-Thirties of 1861",TRUE
"Drexel & Co.",,"Drexel & Co","","Philadelphia","PA",103.0253571429,59,"1862-11-10; Seven-Thirties of 1861",TRUE
"Stuart & Brother",,"Stuart & Brother","","Philadelphia","PA",103.025,60,"1862-11-10; Seven-Thirties of 1861",TRUE
"Ketchum, Son & Co., for themselves and others",,"Ketchum, Son & Co","themselves and others","","",103.0206781377,61,"1862-11-10; Seven-Thirties of 1861",TRUE
"Rittenhouse, Fant & Co.",,"Rittenhouse, Fant & Co","","Washington","DC",103.0192,62,"1862-11-10; Seven-Thirties of 1861",TRUE
"Robert Suyvesant","Robert Suyvesant ",,"","New York","NY",103.0125,63,"1862-11-10; Seven-Thirties of 1861",FALSE
"Alfonso Deschowitz","Alfonso Deschowitz ",,"","","",103,64,"1862-11-10; Seven-Thirties of 1861",FALSE
"Anna G. Dudley","Anna G Dudley ",,"","","",103,65,"1862-11-10; Seven-Thirties of 1861",FALSE
"Boyleston Bank",,"Boyleston Bank","","Boston","MA",103,66,"1862-11-10; Seven-Thirties of 1861",TRUE
"C. S. Underwood","C S Underwood ",,"","Washington","DC",103,67,"1862-11-10; Seven-Thirties of 1861",FALSE
"Christopher Becker","Christopher Becker ",,"","New York","NY",103,68,"1862-11-10; Seven-Thirties of 1861",FALSE
"Dater & Timpson",,"Dater & Timpson","","","",103,69,"1862-11-10; Seven-Thirties of 1861",TRUE
"E. L. Ketsey","E L Ketsey ",,"","","",103,70,"1862-11-10; Seven-Thirties of 1861",FALSE
"Fearing & Dalton",,"Fearing & Dalton","","","",103,71,"1862-11-10; Seven-Thirties of 1861",TRUE
"Henry W. Shaw","Henry W Shaw ",,"","New York","NY",103,72,"1862-11-10; Seven-Thirties of 1861",FALSE
"Ira Steward","Ira Steward ",,"","","",103,73,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. M. Goddard","J M Goddard ",,"","New York","NY",103,74,"1862-11-10; Seven-Thirties of 1861",FALSE
"John E. Kendall","John E Kendall ",,"","Washington","DC",103,75,"1862-11-10; Seven-Thirties of 1861",FALSE
"John L. Rogers","John L Rogers ",,"","New York","NY",103,76,"1862-11-10; Seven-Thirties of 1861",FALSE
"M. A. Flakenburgh","M A Flakenburgh ",,"","Jersey City","NJ",103,77,"1862-11-10; Seven-Thirties of 1861",FALSE
"Naumkeag Bank",,"Naumkeag Bank","","Salem","MA",103,78,"1862-11-10; Seven-Thirties of 1861",TRUE
"Rebecca Nathans","Rebecca Nathans ",,"","Philadelphia","PA",103,79,"1862-11-10; Seven-Thirties of 1861",FALSE
"Riggs & Co.",,"Riggs & Co","","","",103,80,"1862-11-10; Seven-Thirties of 1861",TRUE
"Samuel Rea","Samuel Rea ",,"","","",103,81,"1862-11-10; Seven-Thirties of 1861",FALSE
"William P. Dole","William P Dole ",,"","","",103,82,"1862-11-10; Seven-Thirties of 1861",FALSE
"E. W. Dunham","E W Dunham ",,"","","",102.99,83,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. F. De Lanier","J F De Lanier ",,"","","",102.95,84,"1862-11-10; Seven-Thirties of 1861",FALSE
"James E. Southworth, president",,"James E Southworth, president","","New York","NY",102.94,85,"1862-11-10; Seven-Thirties of 1861",TRUE
"O. H. Schreiner, cashier",,"O H Schreiner, cashier","","","",102.91,86,"1862-11-10; Seven-Thirties of 1861",TRUE
"Franklin Haven","Franklin Haven ",,"","Boston","MA",102.8975,87,"1862-11-10; Seven-Thirties of 1861",FALSE
"Winslow, Lanier & Co. and C. P. Culver",,"Winslow, Lanier & Co and C P Culver","","New York","NY",102.88,88,"1862-11-10; Seven-Thirties of 1861",TRUE
"J. B. Orton","J B Orton ",,"","","",102.875,89,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. E. Park","J E Park ",,"","Dowington","PA",102.875,90,"1862-11-10; Seven-Thirties of 1861",FALSE
"John Wadsworth","John Wadsworth ",,"","","",102.875,91,"1862-11-10; Seven-Thirties of 1861",FALSE
"Thomas Lamb","Thomas Lamb ",,"","Boston","MA",102.875,92,"1862-11-10; Seven-Thirties of 1861",FALSE
"Lewis Johnson & Co. ",,"Lewis Johnson & Co","","Washington","DC",102.8214285714,93,"1862-11-10; Seven-Thirties of 1861",TRUE
"Samuel F. Ashton","Samuel F Ashton ",,"","Philadelphia","PA",102.8125,94,"1862-11-10; Seven-Thirties of 1861",FALSE
"William Barton","William Barton ",,"","Brooklyn","NY",102.8,95,"1862-11-10; Seven-Thirties of 1861",FALSE
"Anthony Halsey, cashier",,"Anthony Halsey, cashier","","","",102.786,96,"1862-11-10; Seven-Thirties of 1861",TRUE
"Ward, Campbell & Co.",,"Ward, Campbell & Co","","","",102.7748,97,"1862-11-10; Seven-Thirties of 1861",TRUE
"W. H. Cox, cashier",,"W H Cox, cashier","","New York","NY",102.7513227513,98,"1862-11-10; Seven-Thirties of 1861",TRUE
"East River Savings Institution",,"East River Savings Institution","","","",102.75,99,"1862-11-10; Seven-Thirties of 1861",TRUE
"H. C. Young, cashier",,"H C Young, cashier","","Philadelphia","PA",102.75,100,"1862-11-10; Seven-Thirties of 1861",TRUE
"Maria McGregor","Maria McGregor ",,"","New York","NY",102.75,101,"1862-11-10; Seven-Thirties of 1861",FALSE
"Henry F. Vail, cashier",,"Henry F Vail","","","",102.7466666667,102,"1862-11-10; Seven-Thirties of 1861",TRUE
"Livermore, Clews & Co.",,"Livermore, Clews & Co","","New York","NY",102.7225316456,103,"1862-11-10; Seven-Thirties of 1861",TRUE
"John Olmstead","John Olmstead ",,"","Yonkers","NY",102.7,104,"1862-11-10; Seven-Thirties of 1861",FALSE
"Mutual Life Insurance Company",,"Mutual Life Insurance Company","","","",102.7,105,"1862-11-10; Seven-Thirties of 1861",TRUE
"Read, Drexel & Co.",,"Read, Drexel & Co","","New York","NY",102.6774,106,"1862-11-10; Seven-Thirties of 1861",TRUE
"Ward & Co",,"Ward & Co","","","",102.675,107,"1862-11-10; Seven-Thirties of 1861",TRUE
"Edward J. King","Edward J King ",,"","","",102.6533333333,108,"1862-11-10; Seven-Thirties of 1861",FALSE
"Metacomet Bank",,"Metacomet Bank","","Fall River","MA",102.625,109,"1862-11-10; Seven-Thirties of 1861",TRUE
"Philip Speyer & Co.",,"Philip Speyer & Co","","New York","NY",102.615,110,"1862-11-10; Seven-Thirties of 1861",TRUE
"Samuel A. Way","Samuel A Way ",,"","Boston","MA",102.6,111,"1862-11-10; Seven-Thirties of 1861",FALSE
"Augustus A. L. Chase, cashier",,"Augustus A L Chase, cashier","","","",102.6,112,"1862-11-10; Seven-Thirties of 1861",TRUE
"Charles H. Delavan","Charles H Delavan ",,"","New York","NY",102.546875,113,"1862-11-10; Seven-Thirties of 1861",FALSE
"John P. Elton","John P Elton ",,"","Waterbury","CT",102.54,114,"1862-11-10; Seven-Thirties of 1861",FALSE
"Allen Danforth, treasurer","Allen Danforth ",,"","Boston","MA",102.5,115,"1862-11-10; Seven-Thirties of 1861",FALSE
"F. M. Harris, cashier",,"F M Harris, cashier","","","",102.5,116,"1862-11-10; Seven-Thirties of 1861",TRUE
"G. W. Berrian","G W Berrian ",,"","Jersey City","NJ",102.5,117,"1862-11-10; Seven-Thirties of 1861",FALSE
"George S. Robbins & Sons, trustees",,"George S Robbins & Sons, trustees","","","",102.5,118,"1862-11-10; Seven-Thirties of 1861",TRUE
"J. Amory Davis","J Amory Davis ",,"","Boston","MA",102.5,119,"1862-11-10; Seven-Thirties of 1861",FALSE
"James Gallatin, president",,"James Gallatin, president","","New York","NY",102.5,120,"1862-11-10; Seven-Thirties of 1861",TRUE
"James W. Harris","James W Harris ",,"","","",102.5,121,"1862-11-10; Seven-Thirties of 1861",FALSE
"John Blake","John Blake ",,"","New York","NY",102.5,122,"1862-11-10; Seven-Thirties of 1861",FALSE
"John T. Vincent","John T Vincent ",,"","Washington","DC",102.5,123,"1862-11-10; Seven-Thirties of 1861",FALSE
"Joseph M. Price, cashier",,"Joseph M Price, cashier","","","",102.5,124,"1862-11-10; Seven-Thirties of 1861",TRUE
"Josiah P. Cook","Josiah P Cook ",,"","Boston","MA",102.5,125,"1862-11-10; Seven-Thirties of 1861",FALSE
"Merchants' Bank",,"Merchants' Bank","","New York","NY",102.5,126,"1862-11-10; Seven-Thirties of 1861",TRUE
"Miners' Bank",,"Miners' Bank","","Possville","PA",102.5,127,"1862-11-10; Seven-Thirties of 1861",TRUE
"Nathan Nathans","Nathan Nathans ",,"","Philadelphia","PA",102.5,128,"1862-11-10; Seven-Thirties of 1861",FALSE
"Otis Daniel, for estate of M. Grant","Otis Daniel ",,"estate of M. Grant","","",102.5,129,"1862-11-10; Seven-Thirties of 1861",FALSE
"S. & W. Welsh",,"S & W Welsh","","Philadelphia","PA",102.5,130,"1862-11-10; Seven-Thirties of 1861",TRUE
"W. H. Slocum","William H Slocum ",,"","","",102.5,131,"1862-11-10; Seven-Thirties of 1861",FALSE
"Webster Bank",,"Webster Bank","","Boston","MA",102.495625,132,"1862-11-10; Seven-Thirties of 1861",TRUE
"Home Insurance Company",,"Home Insurance Company","","","",102.4,133,"1862-11-10; Seven-Thirties of 1861",TRUE
"Underhill & Haven",,"Underhill & Haven","","","",102.34,134,"1862-11-10; Seven-Thirties of 1861",TRUE
"Charles Stoddard","Charles Stoddard ",,"","Boston","MA",102.25,135,"1862-11-10; Seven-Thirties of 1861",FALSE
"Hamilton Fire Insurance Co.",,"Hamilton Fire Insurance Co","","","",102.1,136,"1862-11-10; Seven-Thirties of 1861",TRUE
"Bliss, Williams & Co.",,"Bliss, Williams & Co","","","",102.05,137,"1862-11-10; Seven-Thirties of 1861",TRUE
"A. E. Giles","A E Giles ",,"","Boston","MA",102,138,"1862-11-10; Seven-Thirties of 1861",FALSE
"Amanda McLean","Amanda McLean ",,"","Washington","DC",102,139,"1862-11-10; Seven-Thirties of 1861",FALSE
"Bank of America",,"Bank of America","","New York","NY",102,140,"1862-11-10; Seven-Thirties of 1861",TRUE
"George A. Black","George A Black ",,"","","",102,141,"1862-11-10; Seven-Thirties of 1861",FALSE
"Isaac Sweetser","Isaac Sweetser ",,"","Boston","MA",102,142,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. C. Lewis","J C Lewis ",,"","Washington","DC",102,143,"1862-11-10; Seven-Thirties of 1861",FALSE
"Jefferson Branch State Bank of Ohio",,"Jefferson Branch State Bank of Ohio","","","OH",102,144,"1862-11-10; Seven-Thirties of 1861",TRUE
"Leaman Thompson","Leaman Thompson ",,"","Albany","NY",102,145,"1862-11-10; Seven-Thirties of 1861",FALSE
"National Bank",,"National Bank","","Boston","MA",102,146,"1862-11-10; Seven-Thirties of 1861",TRUE
"Robert White","Robert White ",,"","Boston","MA",102,147,"1862-11-10; Seven-Thirties of 1861",FALSE
"Thomas Trueman","Thomas Trueman ",,"","New York","NY",102,148,"1862-11-10; Seven-Thirties of 1861",FALSE
"William Wright","William Wright ",,"","Philadelphia","PA",102,149,"1862-11-10; Seven-Thirties of 1861",FALSE
"B. F. Mansfield","B F Mansfield ",,"","New York","NY",101.85,150,"1862-11-10; Seven-Thirties of 1861",FALSE
"Otis Daniel","Otis Daniel ",,"","","",101.8333333333,151,"1862-11-10; Seven-Thirties of 1861",FALSE
"Benjamin H. Field","Benjamin H Field ",,"","","",101.8125,152,"1862-11-10; Seven-Thirties of 1861",FALSE
"Charles W. Swartz","Charles W Swartz ",,"","Washington","DC",101.75,153,"1862-11-10; Seven-Thirties of 1861",FALSE
"E. L. Bushnell","E L Bushnell ",,"","New York","NY",101.75,154,"1862-11-10; Seven-Thirties of 1861",FALSE
"F. S. Bayley, cashier",,"F S Bayley, cashier","","Springfield","MA",101.75,155,"1862-11-10; Seven-Thirties of 1861",TRUE
"W. Ropes & Co.",,"W Ropes & Co","","Boston","MA",101.7,156,"1862-11-10; Seven-Thirties of 1861",TRUE
"New England Bank",,"New England Bank","","","",101.54,157,"1862-11-10; Seven-Thirties of 1861",TRUE
"Albany Exchange Bank",,"Albany Exchange Bank","","","",101.5,158,"1862-11-10; Seven-Thirties of 1861",TRUE
"Isaac W. Blain, for himself and others",,"Isaac W Blain","himself and others","New York","NY",101.5,159,"1862-11-10; Seven-Thirties of 1861",TRUE
"Hostetter & Smith",,"Hostetter & Smith","","Pittsburg","PA",101.25,160,"1862-11-10; Seven-Thirties of 1861",TRUE
"Joseph Hutchinson","Joseph Hutchinson ",,"","Washington","DC",101.075,161,"1862-11-10; Seven-Thirties of 1861",FALSE
"C. T. Willard","C T Willard ",,"","Philadelphia","PA",101,162,"1862-11-10; Seven-Thirties of 1861",FALSE
"John H. Robinson","John H Robinson ",,"","Paterson","NJ",101,163,"1862-11-10; Seven-Thirties of 1861",FALSE
"A. B. Johnson","A B Johnson ",,"","Utica","NY",101,164,"1862-11-10; Seven-Thirties of 1861",FALSE
"Francis Jago","Francis Jago ",,"","Philadelphia","PA",101,165,"1862-11-10; Seven-Thirties of 1861",FALSE
"George B. Milton","George B Milton ",,"","Boston","MA",101,166,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. Kendall","J Kendall ",,"","Boston","MA",101,167,"1862-11-10; Seven-Thirties of 1861",FALSE
"John Slattery","John Slattery ",,"","New York","",101,168,"1862-11-10; Seven-Thirties of 1861",FALSE
"Seth Caldwell","Seth Caldwell ",,"","Worcester","MA",101,169,"1862-11-10; Seven-Thirties of 1861",FALSE
"V. de Amerilla","V de Amerilla ",,"","Philadelphia","PA",101,170,"1862-11-10; Seven-Thirties of 1861",FALSE
"Albany Exchange Bank",,"Albany Exchange Bank","","Albany","NY",100.625,171,"1862-11-10; Seven-Thirties of 1861",TRUE
"Brevoort Fire Insurance Co.",,"Brevoort Fire Insurance Co","","New York","NY",100.5,172,"1862-11-10; Seven-Thirties of 1861",TRUE
"Clarkson & Co.",,"Clarkson & Co","","New York","NY",100.3433333333,173,"1862-11-10; Seven-Thirties of 1861",TRUE
"G. F. Hunting","G F Hunting ",,"","Boston","MA",100,174,"1862-11-10; Seven-Thirties of 1861",FALSE
"George W. Utennehle","George W Utennehle ",,"","Washington","NY",100,175,"1862-11-10; Seven-Thirties of 1861",FALSE
"Henry H. Bownell","Henry H Bownell ",,"","New Haven","CT",100,176,"1862-11-10; Seven-Thirties of 1861",FALSE
"Henry S. Milton","Henry S Milton ",,"","Boston","MA",100,177,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. M. Balisse","J M Balisse ",,"","New York","NY",100,178,"1862-11-10; Seven-Thirties of 1861",FALSE
"J. M. Hines","J M Hines ",,"","Shippensburg","PA",100,179,"1862-11-10; Seven-Thirties of 1861",FALSE
"Mrs. S. E. Edwards","S E Edwards ",,"","Philadelphia","PA",100,180,"1862-11-10; Seven-Thirties of 1861",FALSE
"Pemberton Smith","Pemberton Smith ",,"","Philadelphia","PA",100,181,"1862-11-10; Seven-Thirties of 1861",FALSE
"S. J. Goss","S J Goss ",,"","","",100,182,"1862-11-10; Seven-Thirties of 1861",FALSE
"W. M. Webster","W M Webster ",,"","Philadelphia","PA",100,183,"1862-11-10; Seven-Thirties of 1861",FALSE
"White & Hill",,"White & Hill","","Nashua","NH",100,184,"1862-11-10; Seven-Thirties of 1861",TRUE
"E. S. S. Rouse","E S S Rouse ",,"","Mount Vernon","OH",116,1,"1864-06-15; Sixes of 1881",FALSE
"Henry H. Bowers","Henry H Bowers ",,"","New York","NY",110,2,"1864-06-15; Sixes of 1881",FALSE
"J.F. Brennan","J F Brennan ",,"","Fort Monroe","VA",110,3,"1864-06-15; Sixes of 1881",FALSE
"James Baxter, Boston","James Baxter Boston ",,"","Boston","MA",110,4,"1864-06-15; Sixes of 1881",FALSE
"Joseph Coe","Joseph Coe ",,"","Davenport","IA",110,5,"1864-06-15; Sixes of 1881",FALSE
"Sarrah Smith Stafford per Samuel B. Stafford","Sarrah Smith Stafford ",,"","Trenton","NJ",110,6,"1864-06-15; Sixes of 1881",FALSE
"W. N. Jackson","W N Jackson ",,"","Indianapolis","IN",110,7,"1864-06-15; Sixes of 1881",FALSE
"William Thomson","William Thomson ",,"","Chicago","IL",110,8,"1864-06-15; Sixes of 1881",FALSE
"Prof. William Harkness","William Harkness ",,"","Washington","DC",109.25,9,"1864-06-15; Sixes of 1881",FALSE
"B. G. Gayrette","B G Gayrette ",,"","Millbury","MA",109,10,"1864-06-15; Sixes of 1881",FALSE
"William H. Gardner","William H Gardner ",,"","New York","NY",109,11,"1864-06-15; Sixes of 1881",FALSE
"Second National Bank",,"Second National Bank","","Peoria","IL",108.5,12,"1864-06-15; Sixes of 1881",TRUE
"G. W. Eggleston","G W Eggleston ",,"","New York","NY",108.375,13,"1864-06-15; Sixes of 1881",FALSE
